"","plot","ntaxa","pd.obs","pd.rand.mean","pd.rand.sd","pd.obs.rank","pd.obs.z","pd.obs.p","runs"
"1","HPG_2013_int_1",20,3.176,2.46731631631632,0.1316353363181,1000,5.38368878377105,1,999
"2","HPG_2013_chr_2",18,3.103,2.29109309309309,0.130453918269733,1000,6.22370655995297,1,999
"3","HPG_2013_con_3",17,2.908,2.19063163163163,0.129573512071339,1000,5.53638129352709,1,999
"4","HPG_2013_chr_4",14,2.511,1.90725625625626,0.11573996664141,1000,5.21638083423927,1,999
"5","HPG_2013_con_5",16,2.828,2.10516216216216,0.121996196143473,1000,5.92508504927276,1,999
"6","HPG_2013_int_6",16,2.618,2.08713713713714,0.127202173716524,1000,4.17337886100844,1,999
"7","HPG_2013_int_7",15,2.453,1.97068168168168,0.118863399708891,1000,4.057753013119,1,999
"8","HPG_2013_con_8",16,2.65,2.08273973973974,0.124909379305195,1000,4.5413744221261,1,999
"9","HPG_2013_chr_9",17,2.49,2.17898598598599,0.124063424385854,993,2.50689528806426,0.993,999
"10","HPG_2013_chr_10",16,2.851,2.11111411411411,0.126772779674202,1000,5.83631508110297,1,999
"11","HPG_2013_int_11",17,2.896,2.19261861861862,0.124534458510111,1000,5.64808639951066,1,999
"12","HPG_2013_con_12",20,3.14,2.47947647647648,0.131913234362581,1000,5.00725743489836,1,999
"13","HPG_2013_int_13",11,2.199,1.61432832832833,0.0999365345115021,1000,5.85042972051807,1,999
"14","HPG_2013_con_14",14,2.377,1.89027827827828,0.117645797655721,1000,4.13717898488875,1,999
"15","HPG_2013_chr_15",12,2.173,1.69320620620621,0.104419166085607,1000,4.59488245099028,1,999
"16","HPG_2013_int_16",10,2.007,1.48523723723724,0.104841624879575,1000,4.9766756606651,1,999
"17","HPG_2013_chr_17",16,2.729,2.0993973973974,0.124825092993817,1000,5.04387849832236,1,999
"18","HPG_2013_con_18",13,2.283,1.7797987987988,0.115189208113826,1000,4.36847521951843,1,999
"19","HPG_2013_int_19",19,2.921,2.38107407407407,0.127863539321788,1000,4.22267308405348,1,999
"20","HPG_2013_chr_20",18,2.875,2.28390590590591,0.127954044994349,1000,4.61958114821769,1,999
"21","HPG_2013_con_21",12,2.187,1.69093093093093,0.0969373092161649,1000,5.11742148694124,1,999
"22","HPG_2013_chr_22",10,1.999,1.49404204204204,0.0974743079773617,1000,5.18042106105779,1,999
"23","HPG_2013_con_23",14,2.415,1.89445145145145,0.118378800789449,1000,4.39731223054376,1,999
"24","HPG_2013_int_24",14,2.405,1.89228228228228,0.116135236611297,1000,4.41483336735927,1,999
"25","HPG_2013_chr_25",15,2.465,1.97282182182182,0.118890125781332,1000,4.13977338272326,1,999
"26","HPG_2013_con_26",14,2.527,1.89232832832833,0.114887547652125,1000,5.52428600524603,1,999
"27","HPG_2013_int_27",15,2.291,1.97737637637638,0.123578849106047,993,2.53784224316972,0.993,999
"28","HPG_2013_int_28",18,2.899,2.28177677677678,0.126573318005348,1000,4.87640865349791,1,999
"29","HPG_2013_con_29",15,2.473,2.00500600600601,0.114875893492828,1000,4.07390950150227,1,999
"30","HPG_2013_chr_30",12,2.411,1.7051021021021,0.107273355177545,1000,6.58036561576347,1,999
"31","HPG_2014_int_1",23,3.296,2.74172372372372,0.124726746411058,1000,4.44392475732163,1,999
"32","HPG_2014_chr_2",23,3.28,2.74476976976977,0.130576174402877,1000,4.09898844622943,1,999
"33","HPG_2014_con_3",19,3.078,2.37710510510511,0.12420455509754,1000,5.64306916396479,1,999
"34","HPG_2014_chr_4",21,2.948,2.55348348348348,0.133114004348848,997,2.96374914454996,0.997,999
"35","HPG_2014_con_5",19,3.002,2.38978878878879,0.125674813514635,1000,4.8713914434408,1,999
"36","HPG_2014_int_6",19,2.752,2.3488978978979,0.134519822892716,1000,2.99660000610905,1,999
"37","HPG_2014_int_7",20,2.936,2.466005005005,0.132436187132896,1000,3.54884118283598,1,999
"38","HPG_2014_con_8",21,2.786,2.54154954954955,0.136502788689232,970,1.79080920468941,0.97,999
"39","HPG_2014_chr_9",19,2.78,2.35872172172172,0.132057832713553,1000,3.19010443850064,1,999
"40","HPG_2014_chr_10",20,2.977,2.47002002002002,0.131060104920617,1000,3.86830134377701,1,999
"41","HPG_2014_int_11",22,3.158,2.6453983983984,0.128892217938585,1000,3.97697867101525,1,999
"42","HPG_2014_con_12",19,3.165,2.38477277277277,0.130971571436203,1000,5.95722582138584,1,999
"43","HPG_2014_int_13",18,2.713,2.27634634634635,0.127177743812377,1000,3.43341248684079,1,999
"44","HPG_2014_con_14",16,2.518,2.07978478478478,0.126689926211739,999,3.45895864271655,0.999,999
"45","HPG_2014_chr_15",17,2.603,2.16896896896897,0.132386541728757,1000,3.27851324887922,1,999
"46","HPG_2014_int_16",17,2.53,2.16903103103103,0.129084723223072,997,2.79637249053225,0.997,999
"47","HPG_2014_chr_17",19,2.918,2.36773073073073,0.131477432272465,1000,4.18527544810071,1,999
"48","HPG_2014_con_18",16,2.475,2.06752852852853,0.119157239950421,999,3.41961152877503,0.999,999
"49","HPG_2014_int_19",23,3.104,2.72585085085085,0.133550253152178,999,2.83151203553509,0.999,999
"50","HPG_2014_chr_20",22,3.076,2.64441941941942,0.133310602341511,999,3.23740627527111,0.999,999
"51","HPG_2014_con_21",18,2.8,2.27869269269269,0.12691911432017,1000,4.10739792898525,1,999
"52","HPG_2014_chr_22",18,2.713,2.26998998998999,0.127718071201074,999,3.46865565572592,0.999,999
"53","HPG_2014_con_23",21,2.963,2.55088588588589,0.129500160517813,999,3.18234442695867,0.999,999
"54","HPG_2014_int_24",18,2.805,2.27108608608609,0.128630019670828,1000,4.15077223248687,1,999
"55","HPG_2014_chr_25",21,2.836,2.54219019019019,0.136137889339049,982,2.15817808867362,0.982,999
"56","HPG_2014_con_26",16,2.558,2.08502702702703,0.124066979899056,1000,3.81223894833093,1,999
"57","HPG_2014_int_27",18,2.734,2.26384384384384,0.134607585387032,1000,3.49279095085418,1,999
"58","HPG_2014_int_28",23,3.407,2.74846046046046,0.133698806763741,1000,4.92554537680536,1,999
"59","HPG_2014_con_29",18,2.606,2.27221521521522,0.127072844243832,994,2.6267200263835,0.994,999
"60","HPG_2014_chr_30",17,2.741,2.17862962962963,0.126131190104579,1000,4.4586146369038,1,999
"61","HPG_2015_int_1",19,2.765,2.36370670670671,0.12979832153619,999,3.09166781622368,0.999,999
"62","HPG_2015_chr_2",23,3.218,2.72083383383383,0.132040902815943,1000,3.76524361439111,1,999
